,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,own_team_form,home,next_team_t,next_team_pos,fantasy_points_t
0,1,Wojciech,Szczesny,Arsenal,1,Goalkeeper,50,0.0,0.0,0,0.0,0,0,50,1,True,LEI,1,0
1,2,David,Ospina,Arsenal,1,Goalkeeper,47,100.0,100.0,0,0.0,0,0,47,1,True,LEI,1,0
2,3,Petr,Cech,Arsenal,1,Goalkeeper,60,,,2430,4.2,131,33,59,1,True,LEI,1,2
3,4,Laurent,Koscielny,Arsenal,1,Defender,63,100.0,100.0,2035,2.6,132,31,63,1,True,LEI,1,0
4,5,Per,Mertesacker,Arsenal,1,Defender,52,100.0,100.0,1637,0.4,61,11,53,1,True,LEI,1,2
5,6,Gabriel Armando,de Abreu,Arsenal,1,Defender,43,100.0,100.0,1004,2.6,43,7,43,1,True,LEI,1,0
6,7,Héctor,Bellerín,Arsenal,1,Defender,61,100.0,100.0,2250,3.2,117,22,61,1,True,LEI,1,2
7,8,Kieran,Gibbs,Arsenal,1,Defender,51,100.0,100.0,284,0.2,9,2,52,1,True,LEI,1,0
8,9,Mathieu,Debuchy,Arsenal,1,Defender,51,0.0,0.0,142,0.0,0,0,51,1,True,LEI,1,0
9,10,Carl,Jenkinson,Arsenal,1,Defender,48,0.0,0.0,1228,0.0,13,4,49,3,False,NOR,17,0
10,11,Nacho,Monreal,Arsenal,1,Defender,59,,,2349,3.4,127,25,59,1,True,LEI,1,2
11,12,Calum,Chambers,Arsenal,1,Defender,46,,,317,0.2,5,2,46,1,True,LEI,1,1
12,13,Alexis,Sánchez,Arsenal,1,Midfielder,110,100.0,100.0,1486,2.0,14,4,110,1,True,LEI,1,2
13,14,Theo,Walcott,Arsenal,1,Midfielder,81,100.0,100.0,1266,2.0,31,11,82,1,True,LEI,1,6
14,15,Mesut,Özil,Arsenal,1,Midfielder,100,100.0,100.0,2169,6.4,54,9,99,1,True,LEI,1,8
15,16,Santiago,Cazorla,Arsenal,1,Midfielder,79,0.0,0.0,1203,0.0,0,0,79,1,True,LEI,1,0
16,17,Aaron,Ramsey,Arsenal,1,Midfielder,79,100.0,100.0,2037,2.2,98,22,80,1,True,LEI,1,1
17,18,Jack,Wilshere,Arsenal,1,Midfielder,58,0.0,0.0,0,0.0,0,0,58,1,True,LEI,1,0
18,19,Alex,Oxlade-Chamberlain,Arsenal,1,Midfielder,55,0.0,0.0,928,2.0,30,8,55,1,True,LEI,1,2
19,20,Mikel,Arteta,Arsenal,1,Midfielder,47,100.0,100.0,166,0.0,2,1,47,1,True,LEI,1,0
20,21,Tomas,Rosicky,Arsenal,1,Midfielder,49,0.0,0.0,0,0.0,0,0,49,1,True,LEI,1,0
21,22,Serge,Gnabry,Arsenal,1,Midfielder,45,100.0,100.0,13,0.0,0,0,45,1,False,EVE,10,0
22,23,Gedion,Zelalem,Arsenal,1,Midfielder,48,0.0,0.0,0,0.0,0,0,48,1,True,LEI,1,0
23,24,Francis,Coquelin,Arsenal,1,Midfielder,42,100.0,100.0,1048,0.8,-1,0,42,1,True,LEI,1,1
24,25,Mathieu,Flamini,Arsenal,1,Midfielder,44,100.0,100.0,1083,1.0,56,11,44,1,True,LEI,1,0
25,26,Olivier,Giroud,Arsenal,1,Forward,90,,,1817,2.6,78,23,91,1,True,LEI,1,5
26,27,Danny,Welbeck,Arsenal,1,Forward,73,100.0,100.0,90,3.2,0,0,73,1,True,LEI,1,6
27,28,Chuba,Akpom,Arsenal,1,Forward,50,0.0,0.0,0,0.0,0,0,50,1,True,LEI,1,0
28,29,Yaya,Sanogo,Arsenal,1,Forward,50,0.0,0.0,0,0.0,0,0,50,1,True,LEI,1,0
29,30,Bradley,Guzan,Aston Villa,2,Goalkeeper,42,,,1890,0.4,16,2,42,1,True,LIV,8,0
30,31,Shay,Given,Stoke,15,Goalkeeper,43,0.0,0.0,0,0.0,0,0,43,1,False,BOU,15,0
31,32,Leandro,Bacuna,Aston Villa,2,Defender,47,100.0,100.0,1836,2.6,90,17,47,1,True,LIV,8,-1
32,33,Kieran,Richardson,Aston Villa,2,Defender,41,100.0,100.0,559,0.2,0,1,41,1,True,LIV,8,0
33,34,Ron,Vlaar,Aston Villa,2,Defender,45,,,0,0.0,0,0,45,1,True,LIV,8,0
34,35,Philippe,Senderos,Aston Villa,2,Defender,40,100.0,100.0,0,0.0,0,0,40,1,True,LIV,8,0
35,36,Aly,Cissokho,Aston Villa,2,Defender,45,,,810,1.6,94,19,45,1,True,LIV,8,-1
36,37,Alan,Hutton,Aston Villa,2,Defender,41,100.0,100.0,1616,0.4,3,0,41,1,True,LIV,8,1
37,38,Ciaran,Clark,Aston Villa,2,Defender,43,100.0,100.0,902,0.2,3,1,43,1,True,LIV,8,0
38,39,Jores,Okore,Aston Villa,2,Defender,44,100.0,100.0,990,1.4,73,15,44,1,True,LIV,8,-1
39,40,Nathan,Baker,Aston Villa,2,Defender,40,0.0,0.0,0,0.0,0,0,40,1,True,LIV,8,0
40,41,Lewis,Kinsella,Aston Villa,2,Defender,38,,,0,0.0,0,0,39,1,True,LIV,8,0
41,42,Micah,Richards,Aston Villa,2,Defender,43,100.0,100.0,1794,1.4,49,7,44,1,True,LIV,8,-1
42,43,Fabian,Delph,Man City,9,Midfielder,54,0.0,0.0,514,0.3,53,12,54,3,True,TOT,2,0
43,44,Carles,Gil de Pareja Vicent,Aston Villa,2,Midfielder,46,100.0,100.0,1229,2.2,66,16,46,1,True,LIV,8,2
44,45,Charles,N'Zogbia,Aston Villa,2,Midfielder,45,,,43,0.0,0,0,45,1,True,LIV,8,0
45,46,Joe,Cole,Aston Villa,2,Midfielder,47,0.0,0.0,0,0.0,0,0,47,1,True,LIV,8,0
46,47,Jack,Grealish,Aston Villa,2,Midfielder,52,0.0,0.0,762,0.0,0,1,52,1,True,LIV,8,0
47,48,Scott,Sinclair,Aston Villa,2,Midfielder,42,,,1131,0.6,10,3,42,1,True,LIV,8,1
48,49,Ashley,Westwood,Aston Villa,2,Midfielder,42,100.0,100.0,1817,1.6,44,8,42,1,True,LIV,8,1
49,50,Carlos,Sánchez,Aston Villa,2,Midfielder,43,0.0,0.0,1043,0.0,0,0,43,1,True,LIV,8,0
50,51,Christian,Benteke,Liverpool,8,Forward,80,100.0,100.0,1234,0.5,21,9,81,3,False,AVL,20,1
51,52,Gabriel,Agbonlahor,Aston Villa,2,Forward,47,100.0,100.0,945,2.8,8,2,47,1,True,LIV,8,1
52,53,Libor,Kozák,Aston Villa,2,Forward,44,0.0,0.0,258,0.0,16,7,44,1,True,LIV,8,0
53,54,Rushian,Hepburn-Murphy,Aston Villa,2,Forward,41,,,0,0.0,0,0,41,1,True,LIV,8,0
54,55,Artur,Boruc,Bournemouth,3,Goalkeeper,45,100.0,100.0,2070,3.6,114,28,45,3,True,STK,9,2
55,56,Adam,Federici,Bournemouth,3,Goalkeeper,44,100.0,100.0,405,0.0,0,0,44,3,True,STK,9,0
56,57,Simon,Francis,Bournemouth,3,Defender,41,,,2486,3.4,64,8,42,3,True,STK,9,0
57,58,Steve,Cook,Bournemouth,3,Defender,42,100.0,100.0,2295,5.2,108,17,43,3,True,STK,9,1
58,59,Tommy,Elphick,Bournemouth,3,Defender,42,100.0,100.0,450,0.0,0,0,42,3,True,STK,9,0
59,60,Charlie,Daniels,Bournemouth,3,Defender,48,100.0,100.0,2385,5.6,135,35,46,3,True,STK,9,5
60,61,Adam,Smith,Bournemouth,3,Defender,41,,,1763,3.4,104,17,41,3,True,STK,9,1
61,62,Tyrone,Mings,Bournemouth,3,Defender,41,0.0,0.0,11,0.0,0,0,41,3,True,STK,9,0
62,63,Sylvain,Distin,Bournemouth,3,Defender,40,100.0,100.0,842,0.2,10,2,40,3,True,STK,9,0
63,64,Matt,Ritchie,Bournemouth,3,Midfielder,53,100.0,100.0,2239,5.4,49,11,53,3,True,STK,9,6
64,65,Christian,Atsu,Chelsea,4,Midfielder,50,0.0,0.0,0,0.0,0,0,50,1,True,NEW,18,0
65,66,Joshua,King,Bournemouth,3,Midfielder,43,75.0,100.0,1193,1.8,8,2,44,3,True,STK,9,1
66,67,Harry,Arter,Bournemouth,3,Midfielder,47,75.0,100.0,1437,2.2,81,14,47,3,True,STK,9,1
67,68,Marc,Pugh,Bournemouth,3,Midfielder,46,100.0,100.0,939,2.0,54,17,46,3,True,STK,9,0
68,69,Andrew,Surman,Bournemouth,3,Midfielder,43,,,2520,2.0,79,14,43,3,True,STK,9,1
69,70,Eunan,O'Kane,Bournemouth,3,Midfielder,41,,,576,0.0,3,1,42,3,True,STK,9,0
70,71,Shaun,MacDonald,Bournemouth,3,Midfielder,43,100.0,100.0,27,0.0,0,0,43,3,True,STK,9,0
71,72,Junior,Stanislas,Bournemouth,3,Midfielder,41,0.0,0.0,1218,0.8,68,16,42,3,True,STK,9,2
