,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,own_team_form,home,next_team_t,next_team_pos,fantasy_points_t
0,1,Wojciech,Szczesny,Arsenal,1,Goalkeeper,50,0.0,0.0,0,0.0,0,0,50,3,True,EVE,10,0
1,2,David,Ospina,Arsenal,1,Goalkeeper,47,100.0,100.0,0,0.0,0,0,47,3,True,EVE,10,0
2,3,Petr,Cech,Arsenal,1,Goalkeeper,59,,,2430,5.3,117,24,56,3,True,EVE,10,3
3,4,Laurent,Koscielny,Arsenal,1,Defender,63,100.0,100.0,2035,3.3,100,16,59,3,True,EVE,10,10
4,5,Per,Mertesacker,Arsenal,1,Defender,52,100.0,100.0,1637,0.5,54,7,53,3,True,EVE,10,0
5,6,Gabriel Armando,de Abreu,Arsenal,1,Defender,43,100.0,75.0,1004,3.3,90,18,49,3,True,EVE,10,2
6,7,Héctor,Bellerín,Arsenal,1,Defender,61,100.0,100.0,2250,4.0,150,27,57,3,True,EVE,10,2
7,8,Kieran,Gibbs,Arsenal,1,Defender,52,100.0,100.0,284,0.3,5,1,52,3,True,EVE,10,1
8,9,Mathieu,Debuchy,Arsenal,1,Defender,51,0.0,0.0,142,0.0,0,0,52,3,True,EVE,10,0
9,10,Carl,Jenkinson,Arsenal,1,Defender,48,0.0,0.0,1228,0.0,60,10,50,1,True,CHE,15,2
10,11,Nacho,Monreal,Arsenal,1,Defender,59,,,2349,4.3,150,29,57,3,True,EVE,10,2
11,12,Calum,Chambers,Arsenal,1,Defender,46,,,317,0.3,7,-1,48,3,True,EVE,10,0
12,13,Alexis,Sánchez,Arsenal,1,Midfielder,110,100.0,100.0,1486,2.5,143,44,113,3,True,EVE,10,2
13,14,Theo,Walcott,Arsenal,1,Midfielder,81,100.0,100.0,1266,2.5,58,29,86,3,True,EVE,10,0
14,15,Mesut,Özil,Arsenal,1,Midfielder,99,100.0,100.0,2169,8.0,108,25,84,3,True,EVE,10,5
15,16,Santiago,Cazorla,Arsenal,1,Midfielder,79,0.0,0.0,1203,0.0,123,18,82,3,True,EVE,10,8
16,17,Aaron,Ramsey,Arsenal,1,Midfielder,79,100.0,100.0,2037,2.8,45,13,82,3,True,EVE,10,0
17,18,Jack,Wilshere,Arsenal,1,Midfielder,58,0.0,0.0,0,0.0,0,0,58,3,True,EVE,10,0
18,19,Alex,Oxlade-Chamberlain,Arsenal,1,Midfielder,55,0.0,0.0,928,2.5,29,10,56,3,True,EVE,10,2
19,20,Mikel,Arteta,Arsenal,1,Midfielder,47,100.0,100.0,166,0.0,21,3,47,3,True,EVE,10,0
20,21,Tomas,Rosicky,Arsenal,1,Midfielder,49,0.0,0.0,0,0.0,0,0,49,3,True,EVE,10,0
21,22,Serge,Gnabry,Arsenal,1,Midfielder,45,100.0,100.0,13,0.0,0,0,47,3,False,NOR,16,0
22,23,Gedion,Zelalem,Arsenal,1,Midfielder,48,0.0,0.0,0,0.0,0,0,48,3,True,EVE,10,0
23,24,Francis,Coquelin,Arsenal,1,Midfielder,42,100.0,100.0,1048,1.0,74,9,44,3,True,EVE,10,1
24,25,Mathieu,Flamini,Arsenal,1,Midfielder,44,100.0,100.0,1083,1.3,2,1,44,3,True,EVE,10,1
25,26,Olivier,Giroud,Arsenal,1,Forward,90,,,1817,3.3,53,13,87,3,True,EVE,10,6
26,27,Danny,Welbeck,Arsenal,1,Forward,73,100.0,100.0,90,4.0,0,0,74,3,True,EVE,10,0
27,28,Chuba,Akpom,Arsenal,1,Forward,50,0.0,0.0,0,0.0,0,0,50,3,True,EVE,10,0
28,29,Yaya,Sanogo,Arsenal,1,Forward,50,0.0,0.0,0,0.0,0,0,50,3,True,EVE,10,0
29,30,Bradley,Guzan,Aston Villa,2,Goalkeeper,42,,,1800,0.0,93,13,45,1,True,SWA,11,1
30,31,Shay,Given,Stoke,15,Goalkeeper,43,0.0,0.0,0,0.0,0,0,44,3,True,WAT,13,0
31,32,Leandro,Bacuna,Aston Villa,2,Defender,47,100.0,100.0,1746,3.3,31,3,49,1,True,SWA,11,1
32,33,Kieran,Richardson,Aston Villa,2,Defender,41,100.0,100.0,559,0.3,0,0,43,1,True,SWA,11,0
33,34,Ron,Vlaar,Aston Villa,2,Defender,45,,,0,0.0,0,0,45,1,True,SWA,11,0
34,35,Philippe,Senderos,Aston Villa,2,Defender,40,100.0,100.0,0,0.0,0,0,40,1,True,SWA,11,0
