,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,own_team_form,home,next_team_t,next_team_pos,fantasy_points_t
0,1,Wojciech,Szczesny,Arsenal,1,Goalkeeper,50,0.0,0.0,0,0.0,0,0,50,1,True,SOU,7,0
1,2,David,Ospina,Arsenal,1,Goalkeeper,47,100.0,100.0,0,0.0,0,0,47,1,True,SOU,7,0
2,3,Petr,Cech,Arsenal,1,Goalkeeper,60,,,2430,4.2,120,29,58,1,True,SOU,7,8
3,4,Laurent,Koscielny,Arsenal,1,Defender,63,100.0,100.0,2035,2.6,104,23,62,1,True,SOU,7,6
4,5,Per,Mertesacker,Arsenal,1,Defender,52,100.0,100.0,1637,0.4,105,19,53,1,True,SOU,7,0
5,6,Gabriel Armando,de Abreu,Arsenal,1,Defender,43,100.0,100.0,1004,2.6,47,14,43,1,True,SOU,7,5
6,7,Héctor,Bellerín,Arsenal,1,Defender,61,100.0,100.0,2250,3.2,115,20,61,1,True,SOU,7,7
7,8,Kieran,Gibbs,Arsenal,1,Defender,51,100.0,100.0,284,0.2,33,8,52,1,True,SOU,7,0
8,9,Mathieu,Debuchy,Arsenal,1,Defender,51,0.0,0.0,142,0.0,0,0,51,1,True,SOU,7,0
9,10,Carl,Jenkinson,Arsenal,1,Defender,48,0.0,0.0,1228,0.0,29,4,49,3,True,AVL,20,0
10,11,Nacho,Monreal,Arsenal,1,Defender,59,,,2349,3.4,94,16,59,1,True,SOU,7,8
11,12,Calum,Chambers,Arsenal,1,Defender,46,,,317,0.2,38,8,46,1,True,SOU,7,0
12,13,Alexis,Sánchez,Arsenal,1,Midfielder,110,100.0,100.0,1486,2.0,0,0,108,1,True,SOU,7,3
13,14,Theo,Walcott,Arsenal,1,Midfielder,81,100.0,100.0,1266,2.0,24,13,83,1,True,SOU,7,1
14,15,Mesut,Özil,Arsenal,1,Midfielder,100,100.0,100.0,2169,6.4,101,20,100,1,True,SOU,7,3
15,16,Santiago,Cazorla,Arsenal,1,Midfielder,79,0.0,0.0,1203,0.0,0,0,79,1,True,SOU,7,0
16,17,Aaron,Ramsey,Arsenal,1,Midfielder,79,100.0,100.0,2037,2.2,100,21,81,1,True,SOU,7,3
17,18,Jack,Wilshere,Arsenal,1,Midfielder,58,0.0,0.0,0,0.0,0,0,58,1,True,SOU,7,0
18,19,Alex,Oxlade-Chamberlain,Arsenal,1,Midfielder,55,0.0,0.0,928,2.0,46,11,55,1,True,SOU,7,0
19,20,Mikel,Arteta,Arsenal,1,Midfielder,47,100.0,100.0,166,0.0,2,1,47,1,True,SOU,7,0
20,21,Tomas,Rosicky,Arsenal,1,Midfielder,49,0.0,0.0,0,0.0,0,0,49,1,True,SOU,7,0
21,22,Serge,Gnabry,Arsenal,1,Midfielder,45,100.0,100.0,13,0.0,0,0,45,1,True,SWA,16,0
22,23,Gedion,Zelalem,Arsenal,1,Midfielder,48,0.0,0.0,0,0.0,0,0,48,1,True,SOU,7,0
23,24,Francis,Coquelin,Arsenal,1,Midfielder,42,100.0,100.0,1048,0.8,0,0,42,1,True,SOU,7,0
24,25,Mathieu,Flamini,Arsenal,1,Midfielder,44,100.0,100.0,1083,1.0,52,9,44,1,True,SOU,7,3
25,26,Olivier,Giroud,Arsenal,1,Forward,90,,,1817,2.6,85,27,92,1,True,SOU,7,2
26,27,Danny,Welbeck,Arsenal,1,Forward,73,100.0,100.0,90,3.2,0,0,73,1,True,SOU,7,0
27,28,Chuba,Akpom,Arsenal,1,Forward,50,0.0,0.0,0,0.0,0,0,50,1,True,SOU,7,0
28,29,Yaya,Sanogo,Arsenal,1,Forward,50,0.0,0.0,0,0.0,0,0,50,1,True,SOU,7,0
